badge,https://stackoverflow.com,https://serverfault.com,https://superuser.com,https://meta.stackexchange.com,https://webapps.stackexchange.com,https://gaming.stackexchange.com,https://webmasters.stackexchange.com,https://cooking.stackexchange.com,https://gamedev.stackexchange.com,https://photo.stackexchange.com,https://stats.stackexchange.com,https://math.stackexchange.com,https://diy.stackexchange.com,https://gis.stackexchange.com,https://tex.stackexchange.com,https://askubuntu.com,https://money.stackexchange.com,https://english.stackexchange.com,https://stackapps.com,https://ux.stackexchange.com,https://unix.stackexchange.com,https://wordpress.stackexchange.com,https://cstheory.stackexchange.com,https://apple.stackexchange.com,https://rpg.stackexchange.com,https://bicycles.stackexchange.com,https://softwareengineering.stackexchange.com,https://electronics.stackexchange.com,https://android.stackexchange.com,https://boardgames.stackexchange.com,https://physics.stackexchange.com,https://homebrew.stackexchange.com,https://security.stackexchange.com,https://writing.stackexchange.com,https://video.stackexchange.com,https://graphicdesign.stackexchange.com,https://dba.stackexchange.com,https://scifi.stackexchange.com,https://codereview.stackexchange.com,https://codegolf.stackexchange.com,https://quant.stackexchange.com,https://pm.stackexchange.com,https://skeptics.stackexchange.com,https://fitness.stackexchange.com,https://drupal.stackexchange.com,https://mechanics.stackexchange.com,https://parenting.stackexchange.com,https://sharepoint.stackexchange.com,https://music.stackexchange.com,https://sqa.stackexchange.com,https://judaism.stackexchange.com,https://german.stackexchange.com,https://japanese.stackexchange.com,https://philosophy.stackexchange.com,https://gardening.stackexchange.com,https://travel.stackexchange.com,https://crypto.stackexchange.com,https://dsp.stackexchange.com,https://french.stackexchange.com,https://christianity.stackexchange.com,https://bitcoin.stackexchange.com,https://linguistics.stackexchange.com,https://hermeneutics.stackexchange.com,https://history.stackexchange.com,https://bricks.stackexchange.com,https://spanish.stackexchange.com,https://scicomp.stackexchange.com,https://movies.stackexchange.com,https://chinese.stackexchange.com,https://biology.stackexchange.com,https://poker.stackexchange.com,https://mathematica.stackexchange.com,https://psychology.stackexchange.com,https://outdoors.stackexchange.com,https://martialarts.stackexchange.com,https://sports.stackexchange.com,https://academia.stackexchange.com,https://cs.stackexchange.com,https://workplace.stackexchange.com,https://windowsphone.stackexchange.com,https://chemistry.stackexchange.com,https://chess.stackexchange.com,https://raspberrypi.stackexchange.com,https://russian.stackexchange.com,https://islam.stackexchange.com,https://salesforce.stackexchange.com,https://patents.stackexchange.com,https://genealogy.stackexchange.com,https://robotics.stackexchange.com,https://expressionengine.stackexchange.com,https://politics.stackexchange.com,https://anime.stackexchange.com,https://magento.stackexchange.com,https://ell.stackexchange.com,https://sustainability.stackexchange.com,https://tridion.stackexchange.com,https://reverseengineering.stackexchange.com,https://networkengineering.stackexchange.com,https://opendata.stackexchange.com,https://freelancing.stackexchange.com,https://blender.stackexchange.com,https://mathoverflow.net,https://space.stackexchange.com,https://sound.stackexchange.com,https://astronomy.stackexchange.com,https://tor.stackexchange.com,https://pets.stackexchange.com,https://ham.stackexchange.com,https://italian.stackexchange.com,https://pt.stackoverflow.com,https://aviation.stackexchange.com,https://ebooks.stackexchange.com,https://alcohol.stackexchange.com,https://softwarerecs.stackexchange.com,https://arduino.stackexchange.com,https://expatriates.stackexchange.com,https://matheducators.stackexchange.com,https://earthscience.stackexchange.com,https://joomla.stackexchange.com,https://datascience.stackexchange.com,https://puzzling.stackexchange.com,https://craftcms.stackexchange.com,https://buddhism.stackexchange.com,https://hinduism.stackexchange.com,https://communitybuilding.stackexchange.com,https://worldbuilding.stackexchange.com,https://ja.stackoverflow.com,https://emacs.stackexchange.com,https://hsm.stackexchange.com,https://economics.stackexchange.com,https://lifehacks.stackexchange.com,https://engineering.stackexchange.com,https://coffee.stackexchange.com,https://vi.stackexchange.com,https://musicfans.stackexchange.com,https://woodworking.stackexchange.com,https://civicrm.stackexchange.com,https://medicalsciences.stackexchange.com,https://ru.stackoverflow.com,https://rus.stackexchange.com,https://mythology.stackexchange.com,https://law.stackexchange.com,https://opensource.stackexchange.com,https://elementaryos.stackexchange.com,https://portuguese.stackexchange.com,https://computergraphics.stackexchange.com,https://hardwarerecs.stackexchange.com,https://es.stackoverflow.com,https://3dprinting.stackexchange.com,https://ethereum.stackexchange.com,https://latin.stackexchange.com,https://languagelearning.stackexchange.com,https://retrocomputing.stackexchange.com,https://crafts.stackexchange.com,https://korean.stackexchange.com,https://monero.stackexchange.com,https://ai.stackexchange.com,https://esperanto.stackexchange.com,https://sitecore.stackexchange.com,https://iot.stackexchange.com,https://literature.stackexchange.com,https://vegetarianism.stackexchange.com,https://ukrainian.stackexchange.com,https://devops.stackexchange.com,https://bioinformatics.stackexchange.com,https://cseducators.stackexchange.com,https://interpersonal.stackexchange.com,https://iota.stackexchange.com,https://stellar.stackexchange.com,https://conlang.stackexchange.com,https://quantumcomputing.stackexchange.com,https://eosio.stackexchange.com,https://tezos.stackexchange.com,https://or.stackexchange.com,https://drones.stackexchange.com,https://mattermodeling.stackexchange.com,https://cardano.stackexchange.com
great question,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,42,42,22,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,22,22,22,22,22,42,22,22,42,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,42,22,42,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
popular question,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,48,48,26,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,26,26,26,26,26,48,26,26,48,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,48,26,48,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
notable question,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,47,47,27,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,27,27,27,27,27,47,27,27,47,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,47,27,47,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
famous question,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,37,37,28,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,28,28,28,28,28,37,28,28,37,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,37,28,37,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
promoter,220,79,54,62,179,179,46,46,46,46,46,46,46,46,46,46,30,30,64,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,46,46,46,46,46,30,46,46,30,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,30,46,30,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
scholar,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
student,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
enlightened,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,36,36,19,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,19,19,19,19,19,36,19,19,36,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,36,19,36,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
explainer,4368,293,230,246,232,290,126,112,135,147,177,440,115,152,421,196,129,166,111,1112,231,131,106,140,134,96,155,174,106,94,1217,93,1154,98,86,111,139,136,154,98,87,94,99,110,133,93,99,104,110,95,140,102,104,98,103,1137,103,100,104,108,1105,93,97,99,91,93,98,1099,93,96,91,158,97,94,90,95,131,125,120,90,98,95,92,92,95,105,92,92,91,96,91,94,100,116,90,100,93,98,91,90,110,213,96,94,90,90,101,91,90,115,94,90,90,93,90,91,91,90,91,90,90,92,90,91,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
refiner,4369,294,231,247,233,291,127,113,136,148,178,441,116,153,422,197,130,167,112,1113,232,132,107,141,135,97,156,175,107,95,1218,94,1155,99,87,112,140,137,155,99,88,95,100,111,134,94,100,105,111,96,141,103,105,99,104,1138,104,101,105,109,1106,94,98,100,92,94,99,1100,94,97,92,159,98,95,91,96,132,126,121,91,99,96,93,93,96,106,93,93,92,97,92,95,101,117,91,101,94,99,92,91,111,214,97,95,91,91,102,92,91,116,95,91,91,94,91,92,92,91,92,91,91,93,91,92,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
illuminator,4370,295,232,248,234,292,128,114,137,149,179,442,117,154,423,198,131,168,113,1114,233,133,108,142,136,98,157,176,108,96,1219,95,1156,100,88,113,141,138,156,100,89,96,101,112,135,95,101,106,112,97,142,104,106,100,105,1139,105,102,106,110,1107,95,99,101,93,95,100,1101,95,98,93,160,99,96,92,97,133,127,122,92,100,97,94,94,97,107,94,94,93,98,93,96,102,118,92,102,95,100,93,92,112,215,98,96,92,92,103,93,92,117,96,92,92,95,92,93,93,92,93,92,92,94,92,93,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
generalist,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
guru,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,43,43,18,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,18,18,18,18,18,43,18,18,43,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,43,18,43,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
lifejacket,8841,463,427,313,268,373,174,166,183,227,1409,821,179,270,687,373,1221,267,132,1141,461,182,133,258,242,136,239,384,151,123,1498,120,1244,153,111,205,292,326,284,172,121,134,126,140,209,174,130,155,187,125,203,152,180,136,174,1252,182,145,148,143,1150,130,119,164,118,141,139,1149,121,168,109,314,129,124,115,122,212,235,234,109,182,124,147,1118,128,1266,111,124,112,115,141,124,202,206,110,134,126,183,113,113,175,344,161,112,137,110,123,117,119,333,184,109,108,121,141,126,115,124,118,122,157,136,134,163,107,226,126,131,120,119,111,117,107,115,111,121,117,108,320,200,109,155,115,110,119,109,107,180,113,149,126,109,115,108,108,116,109,112,115,109,110,108,116,108,110,107,120,109,108,107,115,108,107,107,107,107,107
lifeboat,8842,464,428,314,269,374,175,167,184,228,1410,822,180,271,688,374,1222,268,133,1142,462,183,134,259,243,137,240,385,152,124,1499,121,1245,154,112,206,293,327,285,173,122,135,127,141,210,175,131,156,188,126,204,153,181,137,175,1253,183,146,149,144,1151,131,120,165,119,142,140,1150,122,169,110,315,130,125,116,123,213,236,235,110,183,125,148,1119,129,1267,112,125,113,116,142,125,203,207,111,135,127,184,114,114,176,345,162,113,138,111,124,118,120,334,185,110,109,122,142,127,116,125,119,123,158,137,135,164,108,227,127,132,121,120,112,118,108,116,112,122,118,109,321,201,110,156,116,111,120,110,108,181,114,150,127,110,116,109,109,117,110,113,116,110,111,109,117,109,111,108,121,110,109,108,116,109,108,108,108,108,108
